1N9,ALLENTOWN QUEEN CITY MUNI,40.5704,-75.4879
1O2,LAMPSON FIELD,38.9901,-122.8995
1O3,LODI,38.202,-121.2684
1O5,MONTAGUE YREKA ROHRER FIELD,41.7304,-122.5454
1O7,CLAREMORE MUNI,36.2943,-95.4795
1Q2,SPAULDING,40.6504,-120.7684
1Q3,WESTLAKE FARMS,36.1209,-119.8884
1Q4,NEW JERUSALEM,37.6787,-121.2995
1R1,JENA,31.6709,-92.1584
1R4,WOODWORTH,31.1293,-92.5001
1R7,BROOKHAVEN LINCOLN COUNTY,31.6054,-90.4068
1R8,BAY MINETTE MUNI,30.8704,-87.8173
1S0,PIERCE CO THUN FLD,47.104,-122.287
1S3,TILLITT FLD,46.2709,-106.6237
1S4,SCAPPOOSE INDUSTRIAL AIRPAR,45.7726,-122.8623
1S5,SUNNYSIDE MUNI,46.3276,-119.9704
1S9,SAND CANYON,48.3137,-117.7434
1T4,B J MC COMBS SISTERDALE,29.9762,-98.7437
1U2,MUD LAKE,43.8482,-112.4993
1U7,BEAR LAKE CO,42.247,-111.3384
1V0,NAVAJO STATE PARK,36.8084,-107.6512
1V5,BOULDER MUNI,40.0393,-105.2254
1V6,FREMONT COUNTY,38.4284,-105.1054
1V8,LEACH,37.7845,-106.0384
1V9,BLAKE FIELD,38.7854,-108.0637
1WA6,FALL CITY,47.5595,-121.8637
1XS8,PINON RANCH,29.6398,-100.3768
20A,ROBBINS FLD,33.9723,-86.3795
20GA,STOCKMAR,33.7565,-84.8845
20M,MACON MUNICIPAL,33.1337,-88.5354
20N,KINGSTON ULSTER,41.9851,-73.9637
20R,CRYSTAL CITY MUNI,28.6976,-99.8179
20U,BEACH,46.9237,-103.9784
21D,LAKE ELMO,44.997,-92.8554
21F,JACKSBORO MUNI,33.2287,-98.1468
21XS,BIG SPRING MCMAHON WRINKLE,32.2126,-101.5212
22B,MOUNTAIN MEADOW AIRSTRIP,41.7729,-73.0112
22F,KENT COUNTY,33.2293,-100.5687
22G,LORAIN COUNTY REGIONAL,41.3443,-82.177
22I,VINTON COUNTY,39.3279,-82.4418
22M,PONTOTOC COUNTY,34.2776,-89.0387
22N,JAKE ARNER MEMORIAL,40.8095,-75.7612
22NC,SILER CITY MUNICIPAL,35.7029,-79.5054
22TA,STANDARD INDUSTRIES,29.3412,-98.6595
22XS,LONGHORN AUX LANDING STRIP,31.3712,-97.667
23A,MALLARD,32.4951,-88.2679
23J,HERLONG,30.2779,-81.8059
23M,CLARKE COUNTY,32.0851,-88.7387
23R,DEVINE MUNI,29.1384,-98.9418
24CL,SALYER FARMS,36.0973,-119.5468
24F,CYPRESS RIVER,32.7459,-94.3043
24J,SUWANNEE CO,30.3009,-83.0232
24R,DILLEY AIRPARK,28.6854,-99.1893
25D,FOREST LAKE,45.2476,-92.9943
25J,CUTHBERT RANDOLPH,31.7004,-84.8245
25M,RIPLEY,34.7229,-89.0143
25TS,MILLER AIRFIELD,36.0987,-102.4157
26A,ASHLAND LINEVILLE,33.2876,-85.8043
26R,JACKSON CO,29.0009,-96.582
26U,MC DERMITT STATE,42.002,-117.7229
27A,ELBERT COUNTY PATZ FIELD,34.0951,-82.8159
27J,NEWBERRY MUNICIPAL,34.3093,-81.6395
27K,GEORGETOWN SCOTT CO MARSHAL,38.2362,-84.4334
27R,ELDORADO,30.8609,-100.6101
28J,KAY LARKIN,29.6587,-81.6884
28TA,DUVAL CO RANCH COMPANY,27.8443,-98.727
29AZ,PALOMA RANCH,32.9001,-112.9068
29D,GROVE CITY,41.1462,-80.1659
29G,PORTAGE COUNTY,41.2104,-81.2512
29J,ROCK HILL YORK CO BRYANT FL,34.9879,-81.057
29OK,DITCH WITCH,36.3001,-97.317
29S,GARDINER,45.0495,-110.7462
29TX,LOCKETT,34.0945,-99.3654
2A0,MARK ANTON,35.4854,-84.9312
2A1,JAMESTOWN MUNI,36.3495,-84.9462
2A5,CAUSEY,35.9129,-79.617
2A6,HOLLY GROVE MUNICIPAL,34.5834,-91.1659
2B3,PARLIN FIELD,43.3879,-72.1893
2B7,PITTSFIELD MUNICIPAL,44.7684,-69.3745
2CB,CAMP BLANDING AAF,29.9526,-81.9795
2CL9,MUSTANG,38.3343,-121.3034
2D5,OAKES MUNI,46.1729,-98.0795
2DT,DOWNTOWN AIRPARK,35.4493,-97.5329
2EJ,EXPRESSWAY AIRPARK,35.5412,-97.4529
2F0,IRAAN MUNI,30.9054,-101.892
2F1,SHAMROCK MUNI,35.2362,-100.1845
2F3,GLAD OAKS,32.017,-95.7004
2F4,T BAR,33.177,-101.8195
2F5,LAMESA MUNI,32.7562,-101.9195
2F7,COMMERCE MUNI,33.2929,-95.8962
2F8,MOREHOUSE MEMORIAL,32.7559,-91.8804
2F9,TOM DANAHER,33.8279,-98.5726
2G1,CONCORD AIRPARK,41.6668,-81.197
2G2,JEFFERSON COUNTY AIRPARK,40.3584,-80.7037
2G3,CONNELLSVILLE,39.9587,-79.657
2G4,GARRETT COUNTY,39.5804,-79.3393
2G9,SOMERSET COUNTY,40.0387,-79.0129
2GC,GRAYS CREEK,34.8843,-78.8354
2H0,SHELBY COUNTY,39.4104,-88.8454
2H2,AURORA MEM MUNI,36.962,-93.6954
2I0,MADISONVILLE MUNI,37.3551,-87.3995
2I3,ROUGH RIVER STATE PARK,37.6095,-86.5068
2I5,RANTOUL NATIONAL AVN CENTER,40.2934,-88.142
2I8,NEWARK HEATH,40.0245,-82.4618
2IG4,ED AIR,38.8593,-87.4998
2IS,AIRGLADES,26.742,-81.0498
2J2,LIBERTY COUNTY,31.7845,-81.6412
2J3,LOUISVILLE MUNI,32.9862,-82.3854
2J5,MILLEN,32.8937,-81.9645
2K2,AIR PARK SOUTH,37.0595,-93.2343
2K3,STANTON CO MUNICIPAL,37.5826,-101.7329
2K7,NEODESHA MUNICIPAL,37.4351,-95.6462
2M0,PRINCETON CALDWELL CO,37.1154,-87.8554
2M2,LAWRENCEBURG LAWRENCE CO,35.2343,-87.2579
2M3,SALLISAW MUNI,35.4379,-94.8029
2M4,G V MONTGOMERY,32.3537,-89.4884
2M6,TWINKLETOWN,34.9309,-90.1662
2M8,CHARLES W BAKER,35.2787,-89.9312
2N9,FRANKLIN COUNTY,36.0237,-78.3295
2O1,GANSNER,39.9437,-120.9468
2O3,VIRGIL O PARRETT FIELD,38.5784,-122.4351
2O6,CHOWCHILLA,37.1126,-120.247
2O7,INDEPENDENCE,36.8137,-118.2051
2Q3,YOLO COUNTY DAVIS WOODLAND ,38.5787,-121.8562
2Q7,CIRCLE L RANCH,37.7168,-118.0834
2R0,WAYNESBORO MUNICIPAL,31.6459,-88.6345
2R1,LE MAIRE MEMORIAL,29.8987,-91.6662
2R4,PETER PRINCE FLD,30.6376,-86.9937
2R5,ST ELMO,30.5018,-88.2751
2R6,BUNKIE MUNI,30.9568,-92.2337
2R8,MUSTANG BEACH,27.8112,-97.0887
2R9,KARNES CO,28.8251,-97.8654
2RR,RIVER RANCH RESORT,27.782,-81.2054
2S3,HITCHCOCK AIRSTRIP,46.3776,-120.7554
2S4,NEW WARDEN,46.9665,-119.0679
2S5,WATERVILLE,47.6537,-120.0554
2S7,CHILOQUIN STATE,42.5832,-121.8762
2S8,WILBUR,47.7529,-118.7437
2S9,WILLAPA HARBOR,46.6954,-123.822
2T8,WAGNER BRAXDALE,28.6784,-99.7987
2TA6,PYRAMID RANCH,31.8568,-96.1993
2TA8,EL COYOTE RANCH,26.8643,-98.2284
2TS6,EAGLES NEST ESTATES,32.5129,-96.9268
2TS8,BAILEY,29.2204,-97.8718
2TX3,LA FONDA RANCH,29.224,-100.617
2TX4,LEWIS RANCH,27.9901,-99.3779
2V1,STEVENS FIELD,37.2776,-107.0559
2V2,VANCE BRAND,40.1637,-105.1629
2V5,WRAY MUNI,40.1004,-102.2409
2V6,YUMA MUNI,40.1037,-102.7129
2VA9,AIRLIE,38.7579,-77.787
2VG2,UPPERVILLE,38.9754,-77.8765
2W5,MARYLAND,38.6004,-77.0729
2W6,ST MARYS COUNTY,38.3154,-76.5501
2XS1,HARRIS RANCH,30.2259,-98.3018
2XS2,INDIO FAITH,28.269,-100.1659
2XS3,MAY,30.0426,-95.667
2XS8,BENSON AIRSTRIP,29.2293,-99.8237
2Y4,ROCKWELL CITY MUNI,42.387,-94.6179
30K,INGALLS MUNI,37.907,-100.5312
31F,GAINES COUNTY,32.6754,-102.6526
31J,LAKE CITY MUNI,30.182,-82.5768
31VA,ABERDEEN FIELD,37.0123,-76.5909
31WI,MCDERMOTT AIR PARK,43.0043,-88.6093
32A,DANVILLE MUNICIPAL,35.087,-93.4287
32E,PALOMA RANCH,32.9054,-112.9001
32S,STEVENSVILLE,46.5245,-114.0509
33J,GENEVA MUNI,31.0554,-85.8804
33K,KINSLEY MUNI,37.9087,-99.4029
33M,WATER VALLEY MUNICIPAL,34.1668,-89.6862
33N,DELAWARE AIRPARK,39.2184,-75.5962
33R,GROVETON TRINITY COUNTY,31.0845,-95.1637
33S,PRU FLD,47.1245,-118.3926
33U,DUTCH JOHN,40.9176,-109.3904
33V,WALDEN JACKSON CO,40.7495,-106.2712
34A,LAURENS COUNTY,34.5068,-81.9484
34AZ,GILA RIVER MEMORIAL,33.2365,-111.9084
34M,CAMPBELL MUNI,36.4862,-90.0084
35A,UNION COUNTY TROY SHELTON,34.6868,-81.6412
35D,PADGHAM FLD,42.5304,-85.8237
35S,WASCO STATE,45.5893,-120.6737
36CA,STONE LAND CO,36.1318,-119.9854
36K,LAKIN,37.9695,-101.2554
36S,HAPPY CAMP,41.7904,-123.3887
36U,HEBER CITY MUNI RUSS MCDONA,40.4845,-111.4254
36WI,HOLLAND AIR PARK,44.032,-91.2995
37F,MUNDAY MUNI,33.4845,-99.5862
37K,FALCONHEAD,33.9251,-97.2976
37T,CALICO ROCK IZARD COUNTY,36.1654,-92.1451
37V,ARAPAHOE MUNI,40.3393,-99.9062
37W,HARNETT COUNTY,35.3787,-78.7337
38AZ,PEABODY BEDARD FLD,36.4632,-110.4245
38CA,CASHEN,35.6912,-119.4887
38D,SALEM AIRPARK,40.9479,-80.862
38F,TRIANGLE RANCH,34.0293,-100.0684
38J,HEMINGWAY STUCKEY,33.7287,-79.5162
38S,DEER LODGE CITY COUNTY,46.3887,-112.767
38U,WAYNE WONDERLAND,38.362,-111.5959
38WA,FANCHER FLD,47.4495,-120.2845
38XS,SAN RAFAEL RANCH,26.822,-98.4843
39M,PENMAN,36.4504,-89.6279
39N,PRINCETON,40.3984,-74.6576
39OI,RUHES,41.1054,-84.0529
3A1,FOLSOM FLD,34.2687,-86.8584
3A2,NEW TAZEWELL MUNICIPAL,36.4101,-83.5554
3A3,ANSON COUNTY,35.0237,-80.0809
3A4,SOUTHEAST GREENSBORO,35.942,-79.6854
3A7,EUTAW MUNI,32.8209,-87.8626
3A8,STINSON FIELD MUNICIPAL,33.8512,-88.5876
3AU,AUGUSTA MUNI,37.6712,-97.0779
3AZ5,HUALAPAI,35.5701,-113.2998
3B0,SOUTHBRIDGE MUNICIPAL,42.1009,-72.0384
3B1,GREENVILLE MUNICIPAL,45.4626,-69.5507
3B2,MARSHFIELD,42.0979,-70.672
3B3,STERLING,42.4251,-71.7912
3B4,LITTLEBROOK AIR PARK,43.1432,-70.7723
3B5,TWITCHELL,44.1876,-70.2329
3B9,CHESTER,41.3837,-72.5059
3BS,JACK BARSTOW,43.6629,-84.2612
3CA4,WILLETT FIELD,36.2009,-120.0862
3CK,LAKE IN THE HILLS,42.2068,-88.3229
3CM,JAMES CLEMENTS MUNI,43.5468,-83.8954
3CU,CABLE UNION,46.1943,-91.2462
3D4,FRANKFORT DOW MEM FLD,44.6251,-86.2004
3DW,DOWNTOWN,37.2218,-93.2476
3F2,CISCO MUNI,32.4168,-99.0004
3F3,DE SOTO PARISH,32.0734,-93.7654
3F4,VIVIAN,32.8612,-94.0101
3F6,DAN E RICHARDS MUNI,34.0276,-100.282
3F7,JONES MEMORIAL,35.8068,-96.4218
3F8,HARRISON,36.8779,-95.1487
3F9,MINEOLA WISENER FIELD,32.6768,-95.5104
3FD1,TAMPA BAY EXECUTIVE,28.1862,-82.6332
3FM,FREMONT MUNI,43.4387,-85.9945
3FU,FAULKTON MUNI,45.0318,-99.1154
3G1,ERIE COUNTY,42.0445,-79.8537
3G3,WADSWORTH MUNI,41.0018,-81.7545
3G4,ASHLAND COUNTY,40.9029,-82.2554
3G5,DAWSON AAF,39.4501,-79.6662
3G6,TRI CITY,40.9059,-81.0001
3G7,WILLIAMSON SODUS,43.2345,-77.1209
3GM,GRAND HAVEN MEM ARPK,43.0337,-86.1979
3GV,EAST KANSAS CITY,39.0154,-94.2129
3HO,HOBART SKY RANCH,41.5543,-87.2626
3I2,MASON CO,38.9145,-82.0984
3I3,SKY KING,39.5487,-87.377
3I4,RICHWOOD MUNI,38.2584,-80.6504
3I6,PAINTSVILLE PRESTONSBURG,37.7459,-82.779
3IP,INDEPENDENCE MEM,39.0668,-94.3418
3J0,HAMPTON VARNVILLE,32.8679,-81.0829
3J1,RIDGELAND,32.4929,-80.992
3J7,GREENE COUNTY REGIONAL,33.5976,-83.1387
3JC,FREEMAN FIELD,39.0429,-96.8429
3K1,ALVA MUNI,36.7729,-98.6695
3K3,SYRACUSE HAMILTON CO MUNI,37.9918,-101.7462
3K6,ST LOUIS METRO EAST SHAFER ,38.7329,-89.8062
3K7,MARK HOARD MEM,38.457,-101.3529
3K8,COMANCHE COUNTY,37.2279,-99.3309
3KM,COLONEL JAMES JABARA,37.7476,-97.2212
3L2,SKY RANCH,35.7951,-115.627
3LC,LOGAN COUNTY,40.1593,-89.3343
3LF,LITCHFIELD MUNI,39.1662,-89.6745
3M2,DOUBLE SPRINGS WINSTON CO,34.1445,-87.3279
3M3,COLLEGEDALE MUNI,35.0429,-85.0218
3M7,LAFAYETTE MUNI,36.5184,-86.0579
3M9,WARREN MUNI,33.5604,-92.0854
3MY,MT HAWLEY AUXILIARY,40.7954,-89.6134
3N6,OLD BRIDGE,40.3301,-74.3462
3O1,GUSTINE,37.2626,-120.9629
3O7,HOLLISTER MUNI,36.8934,-121.4101
3O9,GRAND LAKE REGIONAL,36.577,-94.8618
3OL8,HARRISON,36.8726,-95.1534
3Q4,FARIAS WHEEL,38.8329,-119.3959
3R0,BEEVILLE MUNI,28.3645,-97.792
3R1,BAY CITY MUNI,28.9734,-95.8634
3R2,LE GROS MEMORIAL,30.1609,-92.4845
3R3,AUSTIN EXECUTIVE AIRPARK,30.4137,-97.6651
3R4,HART,31.5445,-93.4862
3R5,NEW BRAUNFELS MUNI,29.7029,-98.0409
3R7,JENNINGS,30.2418,-92.672
3R9,LAKEWAY AIRPARK,30.3579,-97.9945
3RC,ROSCOMMON CONSERVATION,44.4751,-84.5668
3S4,ILLINOIS VALLEY,42.1043,-123.6823
3S8,GRANTS PASS,42.5101,-123.3879
3S9,CONDON STATE PAULING FLD,45.2465,-120.1665
3SG,HARRY W BROWNE,43.4329,-83.8637
3SM,SHELBYVILLE MUNI,39.5779,-85.8034
3SQ,ST CHARLES,38.8487,-90.5001
3SZ,ST CHARLES COUNTY SMARTT,38.9295,-90.4295
3T1,MINEOLA QUITMAN,32.7412,-95.4962
3T5,FAYETTE REGIONAL AIR CENTER,29.9095,-96.9501
3TE3,BIG BEND RANCH STATE PAR,29.4693,-103.9454
3TR,JERRY TYLER MEMORIAL,41.8359,-86.2254
3U3,BOWMAN FLD,46.1532,-112.8679
3U4,ST LABRE MISSION,45.6001,-106.267
3U7,BENCHMARK,47.4812,-112.8698
3U8,BIG SANDY,48.1626,-110.1134
